read_position	deletion_count
0	0
1	0
2	0
3	0
4	0
5	0
6	1
7	0
8	418
9	423
10	368
11	572
12	621
13	801
14	980
15	933
16	1034
17	1078
18	1121
19	1251
20	1263
21	1293
22	1270
23	1326
24	1213
25	1196
26	1271
27	1275
28	1226
29	1592
30	1148
31	1116
32	1120
33	1150
34	1174
35	1175
36	1230
37	1493
38	1140
39	1287
40	1222
41	1299
42	1262
43	1240
44	1301
45	1141
46	1104
47	1072
48	1095
49	1040
50	1117
51	1073
52	1028
53	981
54	910
55	703
56	636
57	486
58	1
59	2
60	1
61	0
62	0
63	0
64	0
