"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000026737",-0.360406768760387,5.03198147949934,0.000706133808402824,0.0015847161430129
"ENSMUSG00000062393",-1.0061010887154,0.862504938181193,0.000706740838947193,0.00158581445570025
"ENSMUSG00000022707",-0.421610869012151,4.04830188459534,0.000707299730983022,0.00158680440562192
"ENSMUSG00000025355",-0.399305465296368,5.74909217652609,0.000707425516626448,0.00158682252739453
"ENSMUSG00000039209",-0.639459276242777,2.0465311525482,0.000707853518883017,0.00158751843088703
"ENSMUSG00000023055",-0.407417337703368,6.01721049181622,0.000708449205744969,0.00158859011022088
"ENSMUSG00000078995",0.967951097654584,0.919010214329405,0.000710084867490289,0.00159199303153776
"ENSMUSG00000031604",0.414674549929945,7.0861547764888,0.000710961856790264,0.00159369417881436
"ENSMUSG00000025880",-0.35790477872304,5.56354045497058,0.000718627106587559,0.00161060881527962
"ENSMUSG00000019969",0.313454084508773,6.64402599253181,0.000721818151433596,0.00161749177185444
"ENSMUSG00000030041",1.37439260756843,-0.0351403969525871,0.000723850147452504,0.00162177560874309
"ENSMUSG00000030942",0.422697337801157,5.9698960120957,0.000726282012628974,0.00162695377405304
"ENSMUSG00000026437",0.402395216457026,4.94185445420015,0.000727576517180376,0.00162958282573661
"ENSMUSG00000003458",-0.333331374378605,7.44282063110659,0.000731325557100931,0.0016377076138335
"ENSMUSG00000034024",0.32771329450974,8.97750711508584,0.000732332858746143,0.00163969095976694
"ENSMUSG00000005732",0.358204090446679,6.19403209615929,0.000732893071639029,0.00164067278292357
"ENSMUSG00000031983",-0.413032489928891,7.68983497649906,0.000733699781618162,0.00164220600298762
"ENSMUSG00000001415",0.314623866452689,6.59321386839089,0.000735020996692837,0.00164489011560693
"ENSMUSG00000056718",1.28553559425182,0.110907432426907,0.000736340508053783,0.00164756952515735
"ENSMUSG00000054715",0.476684487218331,3.14443893547279,0.00073737026326638,0.0016495998206263
"ENSMUSG00000032271",-0.71629135632285,2.15064067169032,0.000738923396467871,0.00165280011743543
"ENSMUSG00000033577",0.43544909252122,5.92218369794714,0.000739456733326823,0.00165371868314182
"ENSMUSG00000057181",-0.435127854586312,5.29359174788836,0.00074169917343941,0.00165843217959966
"ENSMUSG00000035517",-0.337671094252394,5.62948145915415,0.000741810403010602,0.00165843217959966
"ENSMUSG00000038146",-0.542102690475417,5.19691503068199,0.000742418425360908,0.00165951629784288
"ENSMUSG00000040521",0.400571564634095,4.49510002881502,0.000742585892903075,0.00165961545461312
"ENSMUSG00000020941",-0.543615920542342,4.50674792695819,0.000743241841490113,0.00166080611057985
"ENSMUSG00000029463",-0.446921712771703,3.60436384967884,0.000743393033607576,0.00166086865861182
"ENSMUSG00000039911",-0.473908038363134,4.37228602419385,0.000743649185780881,0.00166116564598377
"ENSMUSG00000042340",-0.78712517261642,1.99261425690843,0.000745215748259419,0.00166438924822486
"ENSMUSG00000031952",-0.953712829938099,0.954394981679384,0.000747223014500759,0.00166859590168705
"ENSMUSG00000002814",0.428238701580853,4.28318866440253,0.000750968253336334,0.00167668152090545
"ENSMUSG00000028483",-0.374564235004403,4.83366054460341,0.00075110843027506,0.00167671679889685
"ENSMUSG00000057388",0.446483896322884,4.45508740752576,0.000752083144195495,0.00167861471306283
"ENSMUSG00000044857",-0.495694328619446,5.73887736184725,0.000752259800610433,0.00167873106638458
"ENSMUSG00000024186",-0.63926673436628,2.05846958207624,0.000752685441121675,0.00167940291819949
"ENSMUSG00000026309",-0.336736927243515,5.66009155973119,0.000753189282857697,0.00168024900251607
"ENSMUSG00000026708",0.531110047946833,3.29357514647773,0.000753372338696329,0.00168037930145023
"ENSMUSG00000031767",0.483316682066329,3.63282584125825,0.000756597303852272,0.00168729334213937
"ENSMUSG00000020072",-1.12823179752394,0.741663121201926,0.000762246679647971,0.00169961089783895
"ENSMUSG00000036545",-0.584442920431613,5.88622723065138,0.000765681830201133,0.00170698805241301
"ENSMUSG00000020122",-0.367499661603927,7.03452244674367,0.00076606613498571,0.00170756242819814
"ENSMUSG00000019832",-0.390683155705665,5.21925414346384,0.000766587766891129,0.00170844266580581
"ENSMUSG00000068749",0.346259506722862,6.06386566772736,0.000767261711367277,0.00170966200511442
"ENSMUSG00000025133",0.326493441044149,5.97239848773448,0.000770563431005199,0.00171673535174039
"ENSMUSG00000020873",-0.32628505044601,5.98197030398981,0.000771808475107811,0.001719225058316
"ENSMUSG00000026860",0.496328743250738,5.86134891922237,0.000773359480966946,0.00172239536806797
"ENSMUSG00000004264",0.382602338546631,6.91030721610622,0.000773619584561793,0.00172269005937852
"ENSMUSG00000017670",-0.308796539745402,7.05064729714289,0.000774254104005124,0.00172381826194766
"ENSMUSG00000053470",0.406996052789188,6.70669262473971,0.000774461963110542,0.00172399632177893
"ENSMUSG00000042305",0.369316176800418,6.02623823562523,0.000775335611905241,0.00172565616379306
"ENSMUSG00000048138",-1.57943712813091,-0.381810347361708,0.000776212670731685,0.00172732304624197
"ENSMUSG00000027263",0.39680874440506,5.04957231655586,0.000778584017254213,0.00173231410077637
"ENSMUSG00000036864",0.577503163004047,2.73045035700941,0.000779294171122475,0.00173360803975282
"ENSMUSG00000026579",-0.575774555232739,3.69746490968906,0.000781494562037566,0.00173821616743581
"ENSMUSG00000034532",1.31888073859151,0.100414497723603,0.000782834572551712,0.00174079147083438
"ENSMUSG00000009470",0.400064668769999,8.48572345428731,0.000782910665949768,0.00174079147083438
"ENSMUSG00000074264",-1.06892386328931,0.523197121813457,0.000788129234156798,0.00175210590462859
"ENSMUSG00000033392",0.340217085096175,6.15652875978409,0.000789293752593024,0.00175440545403241
"ENSMUSG00000018263",-0.57537228265429,4.10048268649405,0.000791708579605718,0.00175948291488043
"ENSMUSG00000029822",0.342795080671388,5.90189187440052,0.000793012037512093,0.00176208921669697
"ENSMUSG00000031778",-0.479405267276415,4.26649553670268,0.000793201791862986,0.00176222039487556
"ENSMUSG00000020695",-0.477329916336024,8.36542821536274,0.000794923221109774,0.00176575382168082
"ENSMUSG00000037652",-0.390060563834304,6.77839211508741,0.000798774578840739,0.0017740164905028
"ENSMUSG00000041769",0.372149913762174,5.61167337080386,0.000799801783918826,0.00177600524608956
"ENSMUSG00000026142",-0.330314460015222,5.71465949958573,0.000805493810614648,0.0017883501417813
"ENSMUSG00000028189",-0.508348067035567,3.78476933536488,0.000807533879821077,0.0017925842637688
"ENSMUSG00000035722",0.430813748822292,5.49771942326411,0.000809884999267658,0.00179750735514114
"ENSMUSG00000036992",0.514364304317017,3.55699703612975,0.000811686456240502,0.00180120907268777
"ENSMUSG00000035692",-0.652870584408154,1.91566283107448,0.000812140231637007,0.00180191943099053
"ENSMUSG00000060860",0.654213078014793,4.62957617570898,0.000813825370619961,0.00180536116855812
"ENSMUSG00000002325",-0.36746758559767,4.72401804777354,0.000814220085034522,0.0018059396127592
"ENSMUSG00000068959",-0.683440984027776,1.81322538892231,0.000815547563013128,0.00180858639529199
"ENSMUSG00000002984",0.404446360042554,6.13076672326098,0.000819231006134767,0.00181629907293478
"ENSMUSG00000022757",-0.309293440579039,7.07404755854567,0.000819294908576246,0.00181629907293478
"ENSMUSG00000032593",-0.602234910516801,2.84953625438153,0.000820962961994348,0.00181969774591348
"ENSMUSG00000020849",0.28948206247189,9.17924621286489,0.000823965454780856,0.00182605265426611
"ENSMUSG00000064329",-0.98157374787234,0.659558163811746,0.000825091413190397,0.00182824742623599
"ENSMUSG00000003199",-0.412112755710679,5.71445455684502,0.000827408079023665,0.00183307942700379
"ENSMUSG00000023980",0.491640393040524,4.0530144511453,0.00082818999150932,0.00183451023258908
"ENSMUSG00000029311",-0.391878439764799,5.2206967758935,0.000830689002380921,0.00183974346001268
"ENSMUSG00000033809",0.543978652558409,4.27261848397263,0.000835955590691397,0.00185110337025472
"ENSMUSG00000031505",-0.4023897580003,5.52251251245598,0.000836772147362176,0.00185260721277541
"ENSMUSG00000022710",0.406844976036864,7.59092983243094,0.00083696694876308,0.00185273422598934
"ENSMUSG00000043518",-0.979448789957138,1.10940950825754,0.000840264389244423,0.00185972816145199
"ENSMUSG00000022091",-0.374319581645418,6.46614464455159,0.000842037425622704,0.00186334644366705
"ENSMUSG00000004460",-0.340932620167993,7.01467251246086,0.000842715571414273,0.00186453474674517
"ENSMUSG00000033943",0.415370891220081,7.13563050376492,0.000842851030833399,0.00186453474674517
"ENSMUSG00000023927",-0.727192264442454,2.3014349427888,0.000843054008799912,0.00186467778386081
"ENSMUSG00000026385",-0.296827593401107,6.59410194789743,0.000845331066000301,0.0018694074968422
"ENSMUSG00000047126",-0.332271459211064,10.1167036172037,0.000845548458704701,0.00186958156007841
"ENSMUSG00000023150",0.413078555717764,6.86786028203119,0.000847940819882258,0.00187456382302931
"ENSMUSG00000004069",0.329544174897541,5.98558799529263,0.000848933043061121,0.00187644963986014
"ENSMUSG00000025409",-0.504080776980438,5.81268630511922,0.000850391554886379,0.0018793653362989
"ENSMUSG00000029823",-0.424942258638462,8.09692936049849,0.000852697684143415,0.00188415300441524
"ENSMUSG00000075227",-0.546242506020405,2.66560300212191,0.000854620041801426,0.00188809124607096
"ENSMUSG00000044006",1.09924365825747,1.62281137149335,0.000861565897033036,0.0019031246694908
"ENSMUSG00000027495",-0.417823443141548,4.00378582555869,0.000863303521263819,0.0019066505193574
"ENSMUSG00000030678",0.328820532327533,7.16474149176724,0.000864299169487016,0.00190853679014815
"ENSMUSG00000003033",-0.364698845151493,6.23452787568945,0.000866700806740477,0.00191345810269255
"ENSMUSG00000032246",-0.656004983277304,2.20720500515023,0.000866811707821631,0.00191345810269255
"ENSMUSG00000023353",0.414629572770811,6.11940147225417,0.000867730080765044,0.00191517177779855
"ENSMUSG00000022201",-0.349968914707027,7.78744862003757,0.000869376311415686,0.00191849108760761
"ENSMUSG00000030216",0.312711867988993,6.54111238279628,0.000871832609900675,0.00192359663078085
"ENSMUSG00000036061",0.369091892372636,4.59344251944371,0.00087651006169712,0.00193360041592847
"ENSMUSG00000023460",-0.333493551987921,6.37935690310255,0.000879941308698381,0.00194085222227796
"ENSMUSG00000033032",1.23523094036822,0.136606634471843,0.000881799764643161,0.00194463317964248
"ENSMUSG00000067825",0.450285677028273,3.99293735244752,0.000883101693225389,0.0019471857910323
"ENSMUSG00000029455",-0.395288247565523,7.31042180877766,0.00088370484942497,0.0019481970686996
"ENSMUSG00000036596",0.795474602853128,2.12713770615727,0.000885165702838495,0.00195100143953455
"ENSMUSG00000032115",0.303275908531947,7.6938352624014,0.000885266360480146,0.00195100143953455
"ENSMUSG00000009733",-0.349308272211818,4.85153244129809,0.00088696429102666,0.00195442393058686
"ENSMUSG00000024766",-0.694722789252785,2.82487712653202,0.000888262984818581,0.00195696572942299
"ENSMUSG00000042745",-0.372013919347752,6.23313472005365,0.000890850554503036,0.0019623458047803
"ENSMUSG00000069844",0.500571925512709,4.30114843762377,0.000893118060646308,0.00196701920855626
"ENSMUSG00000043300",0.409846461038383,6.05608978567914,0.000896193772284615,0.001973470801073
"ENSMUSG00000038866",0.323331168736376,5.61851056834175,0.000896846916546902,0.00197458652326781
"ENSMUSG00000069237",-0.374864309693632,6.44821283476796,0.000898412775442591,0.00197771107539869
"ENSMUSG00000040936",0.72022687081122,2.25590342141065,0.000899460209109253,0.00197958899776073
"ENSMUSG00000040374",-0.360204695876511,5.33172285119414,0.000899559543081539,0.00197958899776073
"ENSMUSG00000087385",-0.709546582856151,1.67276097020404,0.000900683173621986,0.00198173818566966
"ENSMUSG00000025795",0.383680777705475,4.92818767037847,0.000903818669535586,0.00198831257898323
"ENSMUSG00000020474",-0.378116228274333,4.96457518315032,0.000905137024355497,0.00199088794670198
"ENSMUSG00000042790",-0.352752941271252,5.12259496182782,0.000910279526864364,0.00200187247987904
"ENSMUSG00000028330",0.302506855324458,6.69515027532731,0.000910613941379184,0.0020022812826183
"ENSMUSG00000024135",0.411736080780849,5.02147845665187,0.000914078061577423,0.00200957050686974
"ENSMUSG00000028430",0.35832449964276,6.32492602666489,0.000914273412561191,0.00200967224437264
"ENSMUSG00000015937",0.39802680379338,6.38728502158782,0.000915530341370818,0.00201186666295002
"ENSMUSG00000032289",0.438981608988408,4.23176370655528,0.000915570208233688,0.00201186666295002
"ENSMUSG00000056313",0.530666177627508,3.75483363997012,0.000916279108757514,0.00201309626224903
"ENSMUSG00000073131",0.449163403420974,5.97875224950332,0.000916449177350472,0.00201314182171447
"ENSMUSG00000019998",-0.327834769654659,6.46039209160413,0.000916754896648812,0.00201348529842337
"ENSMUSG00000001729",-0.326023596704888,8.56581294467534,0.00091754108867209,0.00201488376223952
"ENSMUSG00000028656",-0.287478991906165,8.59931474147693,0.000918935583622953,0.00201761736202297
"ENSMUSG00000010914",0.423498460535007,4.80483799434294,0.00092049101123366,0.00202070335815681
"ENSMUSG00000028961",0.315916903021311,7.73290204248633,0.000921108660659592,0.00202162154045892
"ENSMUSG00000029101",0.377333682416326,6.13438038755287,0.000921209192421863,0.00202162154045892
"ENSMUSG00000028807",0.542354195504976,3.05759064757034,0.000921952110761625,0.00202292259198852
"ENSMUSG00000028125",-1.20413239299244,0.0952564963266873,0.000923319876430948,0.00202559402020596
"ENSMUSG00000026019",0.351009362043471,5.582888051977,0.000925133177248973,0.00202924184225405
"ENSMUSG00000025384",0.469087720923628,3.86040548833895,0.00092609644184633,0.00203102426102658
"ENSMUSG00000091931",0.820204410866256,1.97522265492866,0.000926267657537897,0.00203106933820241
"ENSMUSG00000023050",-0.43566716485329,4.86551318109447,0.000930264070850391,0.00203950072192781
"ENSMUSG00000023345",0.523443563098691,3.08395605762817,0.000932237232227459,0.0020434031735195
"ENSMUSG00000020658",-0.60525884653545,2.55724004366963,0.000932407661319136,0.0020434031735195
"ENSMUSG00000058690",-0.349422478074648,7.12426099123642,0.00093249880005133,0.0020434031735195
"ENSMUSG00000033453",-0.829853808801227,1.36644258058122,0.000934419128626711,0.00204727844515142
"ENSMUSG00000036687",0.626846395553158,2.43758178597757,0.000935670890112719,0.00204968788911433
"ENSMUSG00000110444",0.580022907671045,3.83966927811729,0.000936534242213003,0.00205124583578773
"ENSMUSG00000046567",0.641470869007268,3.00679259688564,0.00093706165693617,0.002052067608375
"ENSMUSG00000039031",0.445044430687573,5.0322065246413,0.000937379433979696,0.00205243010386232
"ENSMUSG00000075703",0.307904738094896,6.79488170426858,0.000939541707588518,0.00205683042546294
"ENSMUSG00000002477",0.471237636060042,5.56628070818418,0.000940009053035573,0.00205751940963997
"ENSMUSG00000026781",-0.436583495084007,6.41407386594312,0.0009417721604451,0.00206104391151954
"ENSMUSG00000096054",-0.433014240013009,7.00036815333936,0.000942759146133558,0.00206286902272788
"ENSMUSG00000062070",0.319540149994233,8.14969018519036,0.000944115060413338,0.00206550067014479
"ENSMUSG00000031154",0.313690125946737,6.46634445013842,0.000947490599823834,0.00207254920918791
"ENSMUSG00000049313",-0.556537696985625,2.96827266201445,0.000951277091525471,0.00208049423602448
"ENSMUSG00000040714",-0.618404093027987,2.52256635793666,0.000955874732336185,0.00209021042443214
"ENSMUSG00000024901",-0.861914912899992,1.21396464581462,0.000957000109083315,0.00209233189597019
"ENSMUSG00000028719",-0.351570338577622,6.69864192814176,0.000961644348400941,0.00210214487770279
"ENSMUSG00000041733",0.402321254018485,4.31677621379044,0.000964296658070986,0.00210760104530722
"ENSMUSG00000034009",-1.3681407215389,0.678272449599695,0.000964934107698499,0.00210865240815099
"ENSMUSG00000046010",0.477025823685248,3.79337461283403,0.000965845054220579,0.00211030100096396
"ENSMUSG00000014782",-0.621776785152666,2.09050192253024,0.000966192804798401,0.00211071871681855
"ENSMUSG00000032314",-0.316257589312646,6.29228188866735,0.000969983902863597,0.00211865732250553
"ENSMUSG00000034442",0.422788148906728,3.94199429911841,0.000973857445636218,0.00212677340428023
"ENSMUSG00000053080",-0.511850226013516,6.08782069486194,0.000981524807198645,0.00214317070389455
"ENSMUSG00000047459",-0.484926819952437,7.10292915995924,0.000993254562676487,0.00216843153999056
"ENSMUSG00000030137",-0.626520236338428,2.71264932369391,0.000996251593929983,0.00217462236686692
"ENSMUSG00000024663",-0.535235313394081,4.64685794634555,0.000996947994450445,0.00217579017535801
"ENSMUSG00000037351",-0.316192334256854,7.39854497824569,0.000997340593888123,0.00217629468213108
"ENSMUSG00000034949",-0.626982712866565,2.72761020811065,0.00100018547756491,0.00218214928354953
"ENSMUSG00000009246",-1.05450148376479,0.888857107639561,0.00100241121930309,0.0021863002311591
"ENSMUSG00000029389",0.391851658243231,4.39632250514119,0.00100241241219453,0.0021863002311591
"ENSMUSG00000022052",0.330396424502828,6.84385742167848,0.00100989721906892,0.00220226858787903
"ENSMUSG00000042417",-1.51831038678165,-0.423997542291625,0.001010283663011,0.00220275498318799
"ENSMUSG00000048763",-0.783871600673903,2.77080347136323,0.00101075893761497,0.00220343487030844
"ENSMUSG00000024114",1.41375725881517,-0.34788435967001,0.00101202825599853,0.00220584525773908
"ENSMUSG00000016933",-0.316732675101851,6.45412987740037,0.00101312449573029,0.00220787767975107
"ENSMUSG00000079020",0.372668154055729,5.37729882166708,0.00101343056026238,0.00220818771341476
"ENSMUSG00000025428",0.293236806909286,9.46990682220148,0.00101714275941326,0.00221591815443603
"ENSMUSG00000034853",-0.475028416299671,3.72942894942273,0.00101902717031635,0.00221966477347467
"ENSMUSG00000031534",-0.400255292257694,3.96693410941408,0.001020109753412,0.00222166390722896
"ENSMUSG00000017764",0.608763706521529,3.88030897353164,0.00102106036213283,0.0022233750188843
"ENSMUSG00000024944",-0.56897464829004,5.23449846856504,0.00102698587037324,0.00223591675040402
"ENSMUSG00000029625",0.612242153229778,4.31436295345576,0.00102808386949633,0.00223794584929437
"ENSMUSG00000047910",-0.786651670232182,2.1914883218416,0.00103179172678579,0.00224565454775576
"ENSMUSG00000034312",-0.366252987787151,6.65390358585595,0.00103260588817726,0.00224706375762997
"ENSMUSG00000025529",1.51973771665515,-0.301851059367205,0.0010328072064274,0.00224713911391992
"ENSMUSG00000063802",0.548957622481749,4.91219250302343,0.00103446080829985,0.00225037375450867
"ENSMUSG00000000823",-0.389399130685106,5.96556935198312,0.00103500996902166,0.00225120512945805
"ENSMUSG00000029245",-1.41222031253453,-0.343669916131991,0.00103989223119365,0.00226145945615771
"ENSMUSG00000075600",0.609601444401584,2.49701932317151,0.00104016406572691,0.00226168576936523
"ENSMUSG00000001100",0.318906660323459,6.63330433804835,0.00104646165477373,0.00227501202515798
"ENSMUSG00000027953",-0.367517720248297,5.33114400855402,0.00104746894428053,0.00227683470458656
"ENSMUSG00000027890",-0.524654816241248,2.76783159083895,0.00104820429551955,0.00227806579201983
"ENSMUSG00000090053",-1.09018472013043,0.835045563145639,0.00104912901334776,0.00227970796726968
"ENSMUSG00000024542",0.35291289168075,6.09020581110053,0.0010515592473697,0.00228462050181965
"ENSMUSG00000039242",-0.371243054496318,5.48614303793494,0.00105448340911098,0.00229060438901469
"ENSMUSG00000014164",0.91442662777814,0.785442302646972,0.00105760589959538,0.00229701709883122
"ENSMUSG00000038425",0.541508226896858,2.84905618735579,0.00105795215903601,0.00229739901030355
"ENSMUSG00000099083",-0.328881968196661,6.60551349939575,0.00105844350540522,0.00229809581194521
"ENSMUSG00000030058",-0.312321702127038,8.41382745009982,0.00106688112422281,0.00231604258222991
"ENSMUSG00000034998",0.419915658004681,5.71894995537953,0.00107052057880772,0.00232356913909303
"ENSMUSG00000014361",-0.445338272284142,3.56673218467011,0.00107413653536239,0.00233104227836773
"ENSMUSG00000038446",0.313861071726496,5.83086284131947,0.00108075476458244,0.0023450273589789
"ENSMUSG00000020669",0.528165505191732,3.16478447558821,0.00108145599962769,0.00234617127952703
"ENSMUSG00000044813",0.517179080196058,4.76029624729263,0.00108206693454241,0.00234711896131396
"ENSMUSG00000005958",-0.44789726441699,5.40994962145185,0.00108461722200226,0.0023522723246159
"ENSMUSG00000049791",-0.485631505661753,3.91198694760348,0.00108697817325771,0.00235701347172064
"ENSMUSG00000041481",-0.906624199667304,3.08819454893841,0.00108885570958601,0.00236070502105645
"ENSMUSG00000022228",-0.367025769968672,5.48879181951751,0.00109652038036541,0.00237694022313975
"ENSMUSG00000029581",-0.563276728043848,7.96315723656437,0.00109787859037097,0.00237950181298891
"ENSMUSG00000036748",-0.311132115145903,5.83682905325425,0.00110025276957584,0.00238426419975116
"ENSMUSG00000020069",-0.435687947753624,4.83006091209596,0.00110110165777013,0.00238572025850194
"ENSMUSG00000028465",-0.415763427319162,9.30161860000076,0.00110556981474765,0.00239501633819911
"ENSMUSG00000037070",0.441169686208504,4.07863240237249,0.00110748341643453,0.00239877633948489
"ENSMUSG00000043885",-0.342102947549199,5.38253357646426,0.00110776526444078,0.00239900137026927
"ENSMUSG00000024558",1.44609669675291,-0.406370345192281,0.00110943421903232,0.00240222979549867
"ENSMUSG00000040322",-0.354336444323923,7.12901632696406,0.00111567481384387,0.00241535445084779
"ENSMUSG00000026502",-0.328024476825432,6.65059717480739,0.00111764555353423,0.00241923245138006
"ENSMUSG00000086784",-0.451234057931076,3.84248821563808,0.00111851103536492,0.00242071717254045
"ENSMUSG00000029486",0.485002123768052,4.40896959524134,0.0011215607679796,0.00242692788332793
"ENSMUSG00000031647",-0.505275822575873,4.42112941999382,0.0011239398781434,0.00243168568403967
"ENSMUSG00000026826",0.402181606906133,4.9279846322768,0.00112915292698959,0.00244257230563971
"ENSMUSG00000052395",-0.431867422021862,4.62523647303648,0.0011295717761392,0.00244308633308722
"ENSMUSG00000020358",0.334123030173963,7.66218893897005,0.00112984910533944,0.00244329415930077
"ENSMUSG00000012889",-0.774442460512296,1.60929309483221,0.00113323325728267,0.00245009440209041
"ENSMUSG00000026889",-0.397485473358259,5.73469062216289,0.00113335722063911,0.00245009440209041
"ENSMUSG00000049985",-1.4164232271237,-0.264865240280856,0.00113803601555795,0.00245981457844104
"ENSMUSG00000030606",1.2666897943738,0.203573033204451,0.00114416834528852,0.00247267288599464
"ENSMUSG00000025868",-0.382572779169232,5.41790761792863,0.00114437247996842,0.00247271764745221
"ENSMUSG00000043613",0.472540701116097,6.72746702143547,0.00114814415907168,0.00248046977699444
"ENSMUSG00000020935",0.50106696163546,5.52663796950367,0.00115177103046541,0.00248779001029497
"ENSMUSG00000027274",-0.462084833602752,3.50694501040631,0.00115190158328471,0.00248779001029497
"ENSMUSG00000038331",0.522868350146157,3.55150813958292,0.00115489149542974,0.00249384786959608
"ENSMUSG00000005973",-0.366345713911822,7.99662494131493,0.0011564286606139,0.00249676726036771
"ENSMUSG00000030613",-0.490784292507247,4.64524372402862,0.0011586611439742,0.00250118669045895
"ENSMUSG00000090110",-0.792982563757721,1.29105619449636,0.00116854897973402,0.00252212756897123
"ENSMUSG00000041720",-0.285972120548236,6.86815649433308,0.0011705496090613,0.00252604118452944
"ENSMUSG00000026786",-0.402945841579103,4.28709206941229,0.00117156274572755,0.00252782288334717
"ENSMUSG00000026308",0.692540217653694,1.94569792969312,0.00117249832037219,0.00252907784706596
"ENSMUSG00000033960",0.306585302212383,6.57681919935964,0.00117251958639287,0.00252907784706596
"ENSMUSG00000062949",0.424423886361932,5.0106817830899,0.00117289071909144,0.00252947364966752
"ENSMUSG00000024359",-0.324991445518998,9.78703436209267,0.00117469606208882,0.00253296187028462
"ENSMUSG00000057375",-0.343028762961266,5.33092972166851,0.00117594298087837,0.0025352450544093
"ENSMUSG00000030519",-1.51641991899946,-0.511878342134379,0.00117831220516107,0.0025399467281382
"ENSMUSG00000074505",-1.01162472863951,0.491358883041504,0.00117899957079898,0.00254102209655333
"ENSMUSG00000021149",0.482279164545519,6.91438627686771,0.00118054216070418,0.00254394003651743
"ENSMUSG00000020536",0.530819041390257,6.43851396811099,0.00118097420961295,0.00254446433111591
"ENSMUSG00000027940",0.28841041861934,7.81939277892822,0.00118527540068426,0.00255332337434076
"ENSMUSG00000032757",-0.39265482395594,5.00156378216337,0.00118607569283762,0.00255463914605271
"ENSMUSG00000045969",0.362569720701977,5.17320506223719,0.00118819213502859,0.00255878884541859
"ENSMUSG00000041000",-0.602178000912586,2.81867703866767,0.00119572137530356,0.00257459189593793
"ENSMUSG00000021596",-1.22969965955941,1.19324223518294,0.00119719121897672,0.00257734506915126
"ENSMUSG00000038542",0.364854254530012,4.92546487735008,0.00120567858223051,0.00259520245362438
"ENSMUSG00000005045",-0.855776294451229,1.65468790559991,0.00120590370761458,0.00259527265043936
"ENSMUSG00000056679",-0.479893413051936,3.56704693037899,0.00120707381878856,0.00259737624119531
"ENSMUSG00000058594",-0.28822387045997,6.64666955149673,0.00121014165844547,0.00260356203279659
"ENSMUSG00000026726",-0.630212644394735,2.07613117222332,0.00121591694512567,0.00261516153071447
"ENSMUSG00000078307",-0.616266707291039,2.20400314673204,0.00121592110930334,0.00261516153071447
"ENSMUSG00000036810",-0.32677315046299,5.73972269931783,0.00121938899165387,0.00262220178600826
"ENSMUSG00000020644",0.435392685975919,5.60672020995874,0.00121989152517041,0.00262286405914231
"ENSMUSG00000040867",-0.67454273360321,2.62415185520963,0.00122363826855181,0.0026305003186648
"ENSMUSG00000019920",-0.442600680191086,7.72838939681217,0.00122622443339509,0.00263563960245523
"ENSMUSG00000020836",-0.950874872560276,1.01480920159569,0.00122674320326223,0.00263633430944973
"ENSMUSG00000055024",0.323216913085871,6.98176783345624,0.00123498533950573,0.00265362406150411
"ENSMUSG00000050912",-0.372097251233935,6.95544488004357,0.00123778450882686,0.00265921481489959
"ENSMUSG00000025738",-0.728099862723651,2.77241464542907,0.00123871804852205,0.00266079636904489
"ENSMUSG00000026511",-0.347072159917519,5.07733175677857,0.00124105097298927,0.00266538285277494
"ENSMUSG00000035437",-0.329942200240514,6.84319484464784,0.001241816748798,0.00266660267450556
"ENSMUSG00000029699",0.790581194366438,1.25813912050812,0.00124270128745264,0.0026680770912803
"ENSMUSG00000025217",-0.395148540321916,4.82880596400743,0.00124296176521928,0.00266821139441418
"ENSMUSG00000055932",-0.297398266694799,6.62521492031134,0.00124467737902371,0.00267146883404214
"ENSMUSG00000036377",-0.453765511110254,3.66371543655632,0.00124498612603317,0.00267170613897694
"ENSMUSG00000021668",-0.401123624210671,6.03231480509004,0.00125022981383982,0.00268253193066603
"ENSMUSG00000021495",0.381832826056116,5.87904023275684,0.00125062449136214,0.00268295174539354
"ENSMUSG00000001285",0.35811335971034,4.59018475231951,0.00125414435956809,0.00269007479893992
"ENSMUSG00000033444",-0.288348591570781,6.55328514149972,0.0012545324793677,0.00269047921641044
"ENSMUSG00000033021",-0.390268834601243,5.8952364179492,0.00126115494951638,0.00270425161037542
"ENSMUSG00000118662",-0.526618200934654,3.87015152048568,0.00126297939534143,0.00270773301981518
"ENSMUSG00000031870",-0.859909406891769,0.883394331785198,0.00126483859031123,0.00271119677905044
"ENSMUSG00000027201",0.338135774803979,5.7102407370828,0.00126499723612694,0.00271119677905044
"ENSMUSG00000021214",-0.897029687248197,0.73107265213963,0.00126833982189762,0.00271792865029435
"ENSMUSG00000040711",0.292995614322805,7.91155843390264,0.00127046473814876,0.00272204944929806
"ENSMUSG00000032743",-0.36408274591533,5.00742499617879,0.00127393014873187,0.00272904057445643
"ENSMUSG00000051316",0.574847320703746,3.6869091267014,0.00127767463390266,0.00273662722269491
"ENSMUSG00000040410",-0.402524164631287,4.59263664647673,0.00128311799348598,0.00274784966960833
"ENSMUSG00000024260",0.335236757427533,6.04062761390303,0.00128479010959623,0.00275099356217706
"ENSMUSG00000037152",-0.383235207209287,4.79354996292308,0.00128678457928662,0.0027548265703292
"ENSMUSG00000003464",-0.352935149739796,6.23098256642241,0.00129093645239057,0.00276327632814818
"ENSMUSG00000046719",-1.09893290704915,0.285231413508462,0.00129349187275742,0.00276830670529334
