"","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000031508",0.662845990311194,6.31802429328894,47.1202054589313,6.67638648421266e-12,3.60017464774684e-11
"ENSMUSG00000020407",1.95346638868762,0.982671228574369,47.117468946702,6.68571440215285e-12,3.60376312896532e-11
"ENSMUSG00000031889",0.699689983952334,5.08477344684163,47.0350385439713,6.97289163784434e-12,3.75705644163787e-11
"ENSMUSG00000056427",-1.0429681078784,7.62868647906009,47.0313308195804,6.98609513860024e-12,3.76266674244786e-11
"ENSMUSG00000020178",2.68143716432355,0.298594228541178,47.0287017310613,6.99547269028616e-12,3.76621275310494e-11
"ENSMUSG00000049916",1.90417650829702,1.98234130842838,46.9613711304839,7.23997077906015e-12,3.89628926437165e-11
"ENSMUSG00000026672",-0.781958333236756,4.66554002172499,46.9327448953492,7.34649536650622e-12,3.95203926719355e-11
"ENSMUSG00000015837",-0.750883221994006,8.80456118110053,46.9254236962915,7.37399015092598e-12,3.96524775527057e-11
"ENSMUSG00000063052",0.873515798513131,5.37902381998405,46.9140734216225,7.41681987354872e-12,3.98668854526756e-11
"ENSMUSG00000007891",-0.80108189172423,9.93848231691499,46.9080610764734,7.43960794962504e-12,3.99734375324413e-11
"ENSMUSG00000034993",-0.741249084734897,8.75821063670502,46.9028595931875,7.45937921213183e-12,4.00637016568722e-11
"ENSMUSG00000036390",-0.816129293733543,4.86098107087277,46.8973854148235,7.48024380720375e-12,4.01597637454854e-11
"ENSMUSG00000024039",2.17617893207195,1.30961552537709,46.8614173515045,7.61879476539663e-12,4.08873297103153e-11
"ENSMUSG00000027454",1.27606258991129,2.43603904815959,46.8589736485741,7.62830068840093e-12,4.09220539515849e-11
"ENSMUSG00000031129",-1.29068750579012,2.5402774544008,46.8226471460708,7.77101743703339e-12,4.1671076399621e-11
"ENSMUSG00000036768",0.863623208569312,4.74601520594918,46.8102044739942,7.82051315513467e-12,4.19198162403063e-11
"ENSMUSG00000034612",-0.731055490321357,5.95662446085639,46.7855619584655,7.91947177861552e-12,4.24333859489332e-11
"ENSMUSG00000053897",1.05867414752304,3.3637552539415,46.7717693417661,7.97540573449981e-12,4.27161083459642e-11
"ENSMUSG00000063060",1.81916871176146,1.35359506947875,46.7661103219977,7.99846929846275e-12,4.28226229597206e-11
"ENSMUSG00000031539",-0.828766147390475,4.02005144723547,46.7642554028802,8.00604361254056e-12,4.28461587696146e-11
"ENSMUSG00000060301",-1.05413698313402,5.04071368863661,46.734856302366,8.12705392375779e-12,4.34765134707059e-11
"ENSMUSG00000029413",-0.743529701826875,5.2225037700062,46.7229717467923,8.17649023771045e-12,4.37236274869396e-11
"ENSMUSG00000059991",-1.45024029828471,2.03299960691056,46.6801502704609,8.35712425645509e-12,4.46718446079584e-11
"ENSMUSG00000024589",0.724513521044651,6.10461400018747,46.6726741462033,8.38906786528738e-12,4.48248212017198e-11
"ENSMUSG00000025656",-0.963712139522717,4.2668473692074,46.6634457840488,8.42866691482022e-12,4.50045192392613e-11
"ENSMUSG00000019230",-0.748275953561294,5.13756489612029,46.6632810478715,8.42937549730248e-12,4.50045192392613e-11
"ENSMUSG00000026317",0.730158655694776,5.51965044691392,46.5993489300639,8.70891825345774e-12,4.64785934183942e-11
"ENSMUSG00000005142",-0.737181041660124,6.81367465815923,46.5925786733582,8.73905915856898e-12,4.66209958514715e-11
"ENSMUSG00000041889",-0.892738427948288,5.75031971868114,46.5568190075987,8.90000033775116e-12,4.74608008517497e-11
"ENSMUSG00000022407",0.827251183998956,5.83383904103969,46.5150137257412,9.09191559364126e-12,4.84650510549141e-11
"ENSMUSG00000035776",-0.690674988235536,6.1861694072998,46.5004133710561,9.15991268014603e-12,4.88082145616793e-11
"ENSMUSG00000039497",-0.746416835003968,6.79947575185798,46.4826341518465,9.24340206117292e-12,4.92336243329404e-11
"ENSMUSG00000022191",0.623400663464606,6.58205643619428,46.456157837222,9.36914577079408e-12,4.98836706698558e-11
"ENSMUSG00000044976",-1.39763380054597,2.87077304771489,46.450815849291,9.39472323252265e-12,5.00001041838286e-11
"ENSMUSG00000001773",-1.95554552729036,1.4181692546881,46.4098082330165,9.59340937552257e-12,5.10373921828807e-11
"ENSMUSG00000073413",6.60802730897132,-0.924604264304063,46.3903556100457,9.68912456874917e-12,5.15262675784251e-11
"ENSMUSG00000025785",0.821963316920556,4.46361594317262,46.3845181559789,9.71803333655599e-12,5.16596243730723e-11
"ENSMUSG00000025268",-0.669701390066278,7.34385887229845,46.3808760195432,9.73611396990066e-12,5.1735337969346e-11
"ENSMUSG00000049128",1.80121483604682,1.12122337995678,46.3753617796122,9.76355236743341e-12,5.1860697188877e-11
"ENSMUSG00000026698",-0.747162357397374,5.22880393807652,46.3561327295105,9.85984142173301e-12,5.23515250911315e-11
"ENSMUSG00000040680",4.95734851891338,-0.707787995902895,46.34456680123,9.91821470432553e-12,5.26407293027608e-11
"ENSMUSG00000027514",1.92329946539836,1.92412358364734,46.3192296167463,1.00473032007006e-11,5.33048777838036e-11
"ENSMUSG00000001018",-0.641027425646596,6.11859694012593,46.3043592599543,1.01238466994129e-11,5.36898416029841e-11
"ENSMUSG00000062198",1.01971431839684,3.70723144600646,46.2983565504157,1.01549100701343e-11,5.38229130705708e-11
"ENSMUSG00000026814",1.02145645912677,5.05832340366898,46.2979680344405,1.01569238818732e-11,5.38229130705708e-11
"ENSMUSG00000037455",-0.896704368565661,4.41444324207544,46.2870475373137,1.02136923717789e-11,5.41024702805311e-11
"ENSMUSG00000029462",-0.61759902542307,6.50684163961566,46.2855249925624,1.02216322642049e-11,5.41232618042994e-11
"ENSMUSG00000032604",0.653232231328471,7.67901476662062,46.2615467873881,1.03474936369289e-11,5.4768182850192e-11
"ENSMUSG00000027342",0.944578486279195,5.96345892225261,46.2474953243765,1.04219692042909e-11,5.51407248206616e-11
"ENSMUSG00000029767",-0.69421761963793,10.6378731963013,46.2466425459638,1.04265063292383e-11,5.51430882010443e-11
"ENSMUSG00000031785",1.42018632392098,2.81163665455126,46.2337583672037,1.04952964050112e-11,5.54851336611592e-11
"ENSMUSG00000041130",0.825616190054416,6.23967384726035,46.2102804161972,1.062181793149e-11,5.61319982494773e-11
"ENSMUSG00000050150",3.94164637969563,-0.447793602155276,46.206523647308,1.06422041711859e-11,5.62176937428515e-11
"ENSMUSG00000027107",2.37622985713528,0.537563947092211,46.1619882963291,1.08868814171377e-11,5.74876805266092e-11
"ENSMUSG00000078234",-1.98163507945745,1.16108974840319,46.1374373624021,1.10241634239148e-11,5.81897991847283e-11
"ENSMUSG00000031556",-0.690051687016287,5.3767127565862,46.1122175287368,1.11669899567005e-11,5.89206229378786e-11
"ENSMUSG00000041961",0.80344247809694,4.45697326333928,46.0991350522518,1.1241807465002e-11,5.92921777917416e-11
"ENSMUSG00000107283",-0.762456286998107,5.31013112958733,46.0953714864217,1.1263423735311e-11,5.93829547812777e-11
"ENSMUSG00000026831",-1.42395640175563,2.19921221346936,46.0770815600829,1.13690668246571e-11,5.99164933007045e-11
"ENSMUSG00000028789",-1.15659915068396,5.64067008644712,46.0568839578559,1.14868813179542e-11,6.05137346804770e-11
"ENSMUSG00000025512",-0.634497037342634,6.00573188717105,46.0382703212662,1.15965380284366e-11,6.10675504536538e-11
"ENSMUSG00000020838",2.05064571921839,0.748121504862888,45.9677711387527,1.20214465475433e-11,6.32804064456972e-11
"ENSMUSG00000024395",-1.03738426466318,2.85966439198271,45.9636752805928,1.20466063966166e-11,6.33880955631493e-11
"ENSMUSG00000025650",0.759467784271139,5.84540743998976,45.9333111312906,1.22347768277028e-11,6.43531121397821e-11
"ENSMUSG00000021048",0.731348323880109,6.29866861081219,45.9228719350788,1.23001470682709e-11,6.46717170933539e-11
"ENSMUSG00000045005",0.703691462224854,4.9561068642267,45.9135770074531,1.23586460343087e-11,6.49539599175499e-11
"ENSMUSG00000019302",-0.623428129096637,6.60533650475456,45.9022984791479,1.24300031340677e-11,6.53035355613278e-11
"ENSMUSG00000073155",-0.693873539590531,5.96241893403059,45.8919336775919,1.24959427999599e-11,6.56243883468094e-11
"ENSMUSG00000037254",-0.785019289466308,4.88217912912735,45.890549548289,1.25047749275408e-11,6.56451989089477e-11
"ENSMUSG00000048582",-2.4427315877064,0.448651537289793,45.8873659590795,1.25251131256993e-11,6.57263721477434e-11
"ENSMUSG00000059898",3.03260914252338,0.230562216676225,45.8590077564786,1.27077452424659e-11,6.66587990714719e-11
"ENSMUSG00000027848",-0.822989471553157,6.33491784689809,45.8551129873568,1.27330355792193e-11,6.67654813860191e-11
"ENSMUSG00000029378",1.56136525195993,1.9053602352666,45.8451882191417,1.27977091470887e-11,6.70568206935963e-11
"ENSMUSG00000037697",0.859466527217083,5.00151083958564,45.8450601138479,1.27985460755599e-11,6.70568206935963e-11
"ENSMUSG00000036854",-0.937561352058839,5.14652438815724,45.7608661521238,1.33606164124998e-11,6.99745415139508e-11
"ENSMUSG00000042302",-0.763360800148637,5.5526066446731,45.7492188667092,1.34402937297729e-11,7.03645047654635e-11
"ENSMUSG00000028540",0.955144847181957,3.69162748634509,45.745711735766,1.34643785115779e-11,7.04632324202568e-11
"ENSMUSG00000017144",-0.672714907923262,7.78955294456348,45.7427909865753,1.34844693534966e-11,7.05409900483073e-11
"ENSMUSG00000032479",0.583345825563431,9.67078545057747,45.733816221527,1.35463916528672e-11,7.08374343957731e-11
"ENSMUSG00000075701",-0.677202152637963,6.07146396442673,45.6716766887021,1.39830078683914e-11,7.30922563295015e-11
"ENSMUSG00000009585",0.751869215613234,4.68512154571753,45.5968641070136,1.45273973283056e-11,7.5908466427476e-11
"ENSMUSG00000042524",-0.814462074309527,6.39814733021025,45.5889200381111,1.45864356598094e-11,7.61874231421506e-11
"ENSMUSG00000029191",0.786951610604311,6.62585222441448,45.5871168303453,1.45998700534443e-11,7.62280589428672e-11
"ENSMUSG00000016995",-2.08434940691371,1.18263669302801,45.5413811820622,1.49447847748863e-11,7.79987005614566e-11
"ENSMUSG00000020454",0.636782191091915,6.48108705005821,45.5274960719578,1.50511041942112e-11,7.8523194907957e-11
"ENSMUSG00000025170",-1.45224671405312,2.02728089520771,45.5045927147623,1.52281338307409e-11,7.94160433935081e-11
"ENSMUSG00000031375",-0.759164666072862,11.8308813849495,45.476491021469,1.54481933090468e-11,8.05325189478965e-11
"ENSMUSG00000035041",3.89510591813866,-0.475457861192532,45.4440594202883,1.57061186798939e-11,8.18454526183415e-11
"ENSMUSG00000025574",0.748056069230057,4.93520816308546,45.4186669194892,1.59110675560281e-11,8.28588125202222e-11
"ENSMUSG00000018401",0.657800514188302,6.35161173397078,45.418444462934,1.59128748323459e-11,8.28588125202222e-11
"ENSMUSG00000056214",-0.700565967962577,5.00511848886617,45.4131901683014,1.59556214371028e-11,8.30493176036997e-11
"ENSMUSG00000030554",-0.83787642921655,3.94213481922129,45.3955606151189,1.60998891493355e-11,8.37678910158981e-11
"ENSMUSG00000001036",0.659072948555968,6.33363800634353,45.3579518383693,1.64120308716213e-11,8.53590232177185e-11
"ENSMUSG00000037034",-1.13879956208497,2.86449494547018,45.3432864012703,1.65353847097902e-11,8.59674204676752e-11
"ENSMUSG00000031227",-0.769402111570197,5.39093802429952,45.319664641763,1.67360259406249e-11,8.69569270662051e-11
"ENSMUSG00000091476",-2.04614314528088,1.11256183299487,45.3193620580826,1.6738611804525e-11,8.69569270662051e-11
"ENSMUSG00000014791",1.21870173167784,2.43811851915939,45.2771333371785,1.71034465729066e-11,8.88180135783334e-11
"ENSMUSG00000058301",0.786956037807249,6.38628452901746,45.2730446485986,1.71391906314846e-11,8.89693603785304e-11
"ENSMUSG00000034206",1.1379595484644,3.58391258774146,45.264015905103,1.72183866078912e-11,8.93460623021483e-11
"ENSMUSG00000025784",-1.43340295945358,3.63275985106589,45.1931359121504,1.78529727298342e-11,9.26032802504404e-11
"ENSMUSG00000026520",0.790412829393536,5.62849333516506,45.1052714762563,1.86722099084472e-11,9.68154083752986e-11
"ENSMUSG00000003421",0.843154373496919,5.80804799779859,45.0821664212303,1.88938176449435e-11,9.79267803427463e-11
"ENSMUSG00000041817",1.85442198906761,1.19593007684914,45.0791915265093,1.89225414139203e-11,9.80379634131665e-11
"ENSMUSG00000058135",-0.976164452229371,4.69982663175332,45.068438818852,1.90267279712256e-11,9.85398846638851e-11
"ENSMUSG00000024487",-0.603446072037936,6.62047735541,45.0423828318616,1.92815806360422e-11,9.98214241760696e-11
"ENSMUSG00000024420",-1.03048813472649,6.4530617850718,45.0260802282102,1.94427705228015e-11,1.00617270409938e-10
"ENSMUSG00000025105",1.05428047155296,3.21099916274369,45.0075092207006,1.96280328468253e-11,1.01537034078301e-10
"ENSMUSG00000037653",-1.50229999985289,1.72319689350731,45.0060320376014,1.96428447005318e-11,1.01574679481346e-10
"ENSMUSG00000027080",0.807708198845518,4.46714534976643,44.9920827222082,1.97832685960147e-11,1.02261596603863e-10
"ENSMUSG00000061882",-1.32702269246956,2.18856934994875,44.9599398250012,2.01106792055227e-11,1.03914168788675e-10
"ENSMUSG00000033257",0.675380232945167,5.98492412390251,44.946711372905,2.02469956922288e-11,1.04578447864727e-10
"ENSMUSG00000028906",0.655789557410854,5.87168715145529,44.9194052020654,2.05313120015496e-11,1.06006364263842e-10
"ENSMUSG00000065954",-0.805685894350287,5.50108085170881,44.8898267366967,2.08437982329188e-11,1.07568652262739e-10
"ENSMUSG00000050628",1.14344275355317,3.20213220207545,44.8892578746081,2.08498544887276e-11,1.07568652262739e-10
"ENSMUSG00000019810",-0.800371153347223,5.8365295277618,44.8578122898834,2.11873864811914e-11,1.09268231504568e-10
"ENSMUSG00000051331",0.7171268798852,6.49055430530645,44.8150644105679,2.16550234678158e-11,1.11637235705401e-10
"ENSMUSG00000014850",0.985462655311888,4.14868275374825,44.7928723403247,2.19018511457364e-11,1.12834810129857e-10
"ENSMUSG00000063704",2.45556158548473,1.08246142200467,44.7926744435423,2.19040648401332e-11,1.12834810129857e-10
"ENSMUSG00000034391",2.73462266332885,0.128279261763095,44.7909583047895,2.19232711441157e-11,1.12890610501842e-10
"ENSMUSG00000035365",1.10043233845518,3.44447843982981,44.7528157840329,2.2354523915388e-11,1.15067329860002e-10
"ENSMUSG00000033596",0.712060531886117,5.22919267638,44.7394713054615,2.25073977282415e-11,1.15810010982605e-10
"ENSMUSG00000036275",-0.64017545771892,8.5502672307291,44.7028417174033,2.29324244047279e-11,1.17951931858122e-10
"ENSMUSG00000021109",-0.736641144628954,8.6316353670365,44.6322173980154,2.37747135023081e-11,1.22237571595963e-10
"ENSMUSG00000017723",2.73163600541204,1.47298219293767,44.6056110191495,2.40999996537033e-11,1.2386278891787e-10
"ENSMUSG00000029464",0.847117812659915,4.4037071816379,44.5809876238958,2.44050097088958e-11,1.25382597517387e-10
"ENSMUSG00000029843",4.11101275753485,0.0508653125247811,44.5759818659329,2.44674870317714e-11,1.25655692447737e-10
"ENSMUSG00000061306",-0.670286821018566,8.01803180445792,44.5705248590894,2.45357788302803e-11,1.25958428945548e-10
"ENSMUSG00000044667",-2.50699638468621,0.340278712343448,44.561601799483,2.46478578717928e-11,1.26485638359208e-10
"ENSMUSG00000073514",-1.73568490198832,1.53027001967453,44.5561276261121,2.47168702771341e-11,1.26791525192559e-10
"ENSMUSG00000004040",-0.749786903225615,8.3261669174737,44.5355409823122,2.49781399843465e-11,1.2808303732559e-10
"ENSMUSG00000029595",4.89796240171985,-0.756686243725214,44.5200105930287,2.51770672853975e-11,1.29054009153781e-10
"ENSMUSG00000022687",-0.998122590520712,6.00810182374366,44.4973750745575,2.54698467894754e-11,1.30505132865419e-10
"ENSMUSG00000048458",-0.664239610521281,5.43317449480138,44.4697791221459,2.58314007907504e-11,1.32307414156575e-10
"ENSMUSG00000110404",2.89234395695027,0.139666138287757,44.4590346260024,2.59735574280393e-11,1.32985008616558e-10
"ENSMUSG00000060002",-1.14510449572418,5.08572129103192,44.4009552787345,2.6755651171001e-11,1.36937332360009e-10
"ENSMUSG00000040195",1.08766714452628,3.79048070522583,44.3993808508205,2.67771773307303e-11,1.36995494343672e-10
"ENSMUSG00000041642",0.961121462841097,4.58501512211921,44.394272777227,2.68471362223082e-11,1.37301306302328e-10
"ENSMUSG00000030730",2.95117741310173,-0.0967633209513577,44.3856233729606,2.69660136905329e-11,1.37856970254863e-10
"ENSMUSG00000062248",0.903814903182247,3.60914379703608,44.3566723958305,2.73677624898833e-11,1.39857773360924e-10
"ENSMUSG00000021115",0.809326637267498,4.60101878060703,44.3500050302924,2.74611301027221e-11,1.4028173357893e-10
"ENSMUSG00000021374",0.598074627127011,7.05323168942367,44.3199911312681,2.78853987022197e-11,1.42395098448721e-10
"ENSMUSG00000007682",1.43790016487957,3.15884312658469,44.3025131072841,2.81354796987775e-11,1.43617721249231e-10
"ENSMUSG00000035279",-0.993263921642939,6.40006049764398,44.187313557784,2.98408989311428e-11,1.52265389284911e-10
"ENSMUSG00000045751",0.797524914566933,4.41443543519474,44.1633247110424,3.02088445574032e-11,1.54084537827602e-10
"ENSMUSG00000002103",-0.637582238895979,6.0476860484661,44.1396361791278,3.05766397698936e-11,1.55901543395588e-10
"ENSMUSG00000052684",0.819359928485036,7.39304395182269,44.1365769774037,3.06244634851262e-11,1.56086348674097e-10
"ENSMUSG00000018921",0.77723824996588,5.84711204223469,44.1355570435241,3.06404244850668e-11,1.56108678187145e-10
"ENSMUSG00000021276",0.751952383837825,5.17349903084166,44.1336278053246,3.06706380102835e-11,1.56203578019128e-10
"ENSMUSG00000074945",-1.18234617411664,3.11382009005762,44.1186667076009,3.09059561736076e-11,1.57342596365712e-10
"ENSMUSG00000036817",0.632734039518153,7.008126375939,44.0743514224546,3.1613633906835e-11,1.60884635220099e-10
"ENSMUSG00000064210",-0.609811359400519,7.51848348884448,44.0685508753948,3.17074562948441e-11,1.61301214456903e-10
"ENSMUSG00000021848",6.52789308385829,-0.984839384529635,44.0503948635038,3.20029304269976e-11,1.62742929115939e-10
"ENSMUSG00000020739",0.665076663465216,5.92301558760263,44.0204455061369,3.24963663373227e-11,1.65189862214724e-10
"ENSMUSG00000039747",-0.927520620835968,4.72047072665292,44.0095732461611,3.2677372019465e-11,1.66047362304714e-10
"ENSMUSG00000032528",2.05581175889591,0.706056402349116,43.915493981397,3.42863928550465e-11,1.74157822938539e-10
"ENSMUSG00000046818",-0.775863321453272,4.83037348868276,43.836626397729,3.56961971861380e-11,1.81250634375264e-10
"ENSMUSG00000038279",0.644543004215524,6.64275251890095,43.8335988369299,3.57514581120828e-11,1.81462879069649e-10
"ENSMUSG00000006958",-0.976029757075385,4.06551755245657,43.7659545932011,3.7008720642966e-11,1.87773640567491e-10
"ENSMUSG00000041895",-0.658127218616846,6.45351527427976,43.7500970439489,3.73098020174893e-11,1.89230037997657e-10
"ENSMUSG00000056185",-0.964787159651253,3.17188405291283,43.7281528143786,3.77304970077011e-11,1.91291775163903e-10
"ENSMUSG00000038697",0.751270397543211,5.07623109375433,43.7226123341969,3.78374627285936e-11,1.91761968061718e-10
"ENSMUSG00000025078",0.61432101494981,6.19994738498596,43.7061688734277,3.81567143044492e-11,1.93307277541631e-10
"ENSMUSG00000026018",-1.87116959158435,1.5912153565694,43.6577955875144,3.91116049801904e-11,1.9807045332004e-10
"ENSMUSG00000045319",1.45222109514185,2.08250171438894,43.6499876832047,3.92679597838047e-11,1.98787595135363e-10
"ENSMUSG00000037447",-0.871743015786428,3.89661352469238,43.633777836353,3.95945657036622e-11,2.00365743337489e-10
"ENSMUSG00000037887",0.835461208928583,4.86831299491345,43.6203800512737,3.98665639048114e-11,2.01666472045314e-10
"ENSMUSG00000020205",0.91217926877605,5.3631347624415,43.6053037122375,4.01748767080896e-11,2.03149854801859e-10
"ENSMUSG00000004347",-1.2880153177704,2.24307521591544,43.6005810243246,4.02719462293416e-11,2.0356434462608e-10
"ENSMUSG00000031751",-0.662681228986124,7.33984043005702,43.5490803367877,4.13458455060263e-11,2.0891429657674e-10
"ENSMUSG00000033107",1.85956736945747,1.22754371345073,43.5457625158445,4.141600386575e-11,2.09190388952483e-10
"ENSMUSG00000047714",0.628518253350044,6.2474132840135,43.4843316392087,4.27367596480211e-11,2.15780620529952e-10
"ENSMUSG00000059182",-0.653431922183239,6.18821457124773,43.4687900906156,4.30775306819457e-11,2.17419764553841e-10
"ENSMUSG00000001323",-0.86968423609792,4.10075974597455,43.4599526428466,4.32725161622773e-11,2.18322152089693e-10
"ENSMUSG00000024177",-0.743617014301659,4.58418155449924,43.4496950798832,4.34999424442456e-11,2.19387476277918e-10
"ENSMUSG00000025402",-1.11096292300637,5.52483934451079,43.4289050778777,4.39645658404647e-11,2.21647835488147e-10
"ENSMUSG00000040325",0.632117170514054,6.01425789317094,43.4002977162366,4.46120258231672e-11,2.24827932755932e-10
"ENSMUSG00000039103",-1.0141817904605,4.90424789354353,43.3937142996416,4.47623717285741e-11,2.25501320356094e-10
"ENSMUSG00000026463",0.621838190192232,6.63008874587598,43.3845101900179,4.49734171119733e-11,2.26479879001312e-10
"ENSMUSG00000022840",-1.53839252861765,1.40162118264027,43.3632518850386,4.54646733774676e-11,2.2886828297298e-10
"ENSMUSG00000036368",-1.18601025755241,3.30472162375861,43.3584132033181,4.55772383511902e-11,2.29349290859423e-10
"ENSMUSG00000030516",0.634173816722735,8.33373398087409,43.3463208859161,4.58597699304586e-11,2.30684909862878e-10
"ENSMUSG00000019256",-0.622200619118474,7.28654462924504,43.3282810487503,4.62845243986119e-11,2.32734678633975e-10
"ENSMUSG00000102252",0.865428370803821,3.93255748687409,43.2857251676409,4.73021849329554e-11,2.3776314507128e-10
"ENSMUSG00000034485",0.691965118166192,5.68695959800082,43.2524199440288,4.81142281825458e-11,2.41754718646627e-10
"ENSMUSG00000022377",-0.647315882381388,7.9832621429586,43.241818615233,4.83756246294501e-11,2.42977569161556e-10
"ENSMUSG00000034902",0.77849432874806,7.05563662972287,43.238414544842,4.84598597517857e-11,2.4331000719323e-10
"ENSMUSG00000029370",1.36012260165217,2.09476368721951,43.2341955052762,4.85644653957096e-11,2.43744437080998e-10
"ENSMUSG00000062604",-0.634171772107723,6.69173329270561,43.2285831228634,4.870396756526e-11,2.44353623649896e-10
"ENSMUSG00000031295",-0.666449088282906,5.21123220352291,43.1942781189146,4.95654191195749e-11,2.48583115755576e-10
"ENSMUSG00000033364",0.71991647879465,4.98270077127429,43.1921267631003,4.96199484157323e-11,2.48764047821676e-10
"ENSMUSG00000009614",-0.91961317073222,4.87589328015739,43.1591669790485,5.04629095523404e-11,2.5289609058554e-10
"ENSMUSG00000020689",0.733083603961511,4.61927334426531,43.1536726085057,5.06048179061107e-11,2.5351302496926e-10
"ENSMUSG00000035847",-0.779901474755885,7.00591268566414,43.1522987590634,5.06403640104951e-11,2.53596860039184e-10
"ENSMUSG00000005054",-0.61942108773971,6.5321322101498,43.133666846164,5.11249093167453e-11,2.55928296509114e-10
"ENSMUSG00000021670",0.735899041519984,7.45477013540536,43.1098972764258,5.1749808152085e-11,2.5894009918914e-10
"ENSMUSG00000039929",0.732367740291186,4.41527223228661,43.109324115638,5.1764970500314e-11,2.5894009918914e-10
"ENSMUSG00000021396",2.82906394110929,0.0857664007520016,43.0940678754256,5.21701963503989e-11,2.60870332715033e-10
"ENSMUSG00000044715",-0.659319758857201,5.05493668889633,43.0925892743472,5.22096383269858e-11,2.60970757985204e-10
"ENSMUSG00000018750",-0.764458796477989,6.47793246686867,43.0641751891873,5.29734143709051e-11,2.64690362911109e-10
"ENSMUSG00000031343",-2.15648318391849,0.494947309742014,43.0427740818005,5.35560555148829e-11,2.67502476619539e-10
"ENSMUSG00000032577",0.671758186466735,5.36221807863274,42.9882012252648,5.50709904698548e-11,2.74967415749671e-10
"ENSMUSG00000000266",-1.08623877460293,4.88493304647572,42.9641309150706,5.57527398892535e-11,2.782683030163e-10
"ENSMUSG00000032113",1.09735564593649,3.96439003322093,42.9627925538482,5.57908935846746e-11,2.78355675949296e-10
"ENSMUSG00000022964",-0.682761283254961,4.95534923669387,42.9525693673855,5.60831974316261e-11,2.79710538133833e-10
"ENSMUSG00000047990",-2.20760645108092,0.525165936512937,42.9032181811803,5.75159649515313e-11,2.86750267570856e-10
"ENSMUSG00000027833",-0.694277294692501,5.06725574876138,42.8904337997476,5.78930597757573e-11,2.88463198304948e-10
"ENSMUSG00000031453",-0.673158077396916,6.6334434379931,42.8901203082378,5.79023377058964e-11,2.88463198304948e-10
"ENSMUSG00000030562",-1.30555359112482,4.14419009681128,42.8887067074884,5.79441923813803e-11,2.88565074803616e-10
"ENSMUSG00000037410",-0.857603484009897,6.88688352906661,42.8574930113675,5.88761412726076e-11,2.9306234132484e-10
"ENSMUSG00000030824",-0.655031490381268,8.44487736698799,42.8570084529115,5.88907264037529e-11,2.9306234132484e-10
"ENSMUSG00000020841",-0.672000324939326,7.31537652405347,42.8503955410033,5.90901358304188e-11,2.93946170158626e-10
"ENSMUSG00000025068",0.624527810634895,8.33876597283485,42.8086931506983,6.03633168313213e-11,3.00168894947637e-10
"ENSMUSG00000027706",-0.711823710449319,7.68137590690589,42.7929929115366,6.08497311677613e-11,3.02476115734731e-10
"ENSMUSG00000021906",0.953361036591132,4.20544918702367,42.7853014458446,6.10894528880966e-11,3.03555810683535e-10
"ENSMUSG00000039960",0.663507655761927,5.87110781811076,42.7570573505799,6.19778810271969e-11,3.07856969096404e-10
"ENSMUSG00000021298",3.81402610030857,-0.539924765068662,42.740037941993,6.25194653020691e-11,3.10432748337825e-10
"ENSMUSG00000039579",-1.25443569468677,2.70600362299538,42.7206213533602,6.31431189600417e-11,3.13413986266687e-10
"ENSMUSG00000019772",-1.5147732598352,1.91938262000398,42.7050714789594,6.36470627394309e-11,3.15799062491817e-10
"ENSMUSG00000020521",-0.800719655521547,6.15614124567518,42.639539653021,6.58154469285319e-11,3.2643783666061e-10
"ENSMUSG00000039156",0.696548683627949,5.74992667890604,42.6078838228618,6.68892422082252e-11,3.31641733802532e-10
"ENSMUSG00000004633",2.45516745767674,0.294583405053901,42.5817312978387,6.7789576238867e-11,3.35982087233884e-10
"ENSMUSG00000037613",-0.699771879975661,5.63600165547814,42.5751661192457,6.80174893118139e-11,3.36987788832254e-10
"ENSMUSG00000005683",0.62850543256534,8.55689764714894,42.5423134733873,6.91695576285443e-11,3.4256973048876e-10
"ENSMUSG00000006423",-0.671845493453731,5.7225040130834,42.5365691398145,6.93729954383053e-11,3.43451102278294e-10
"ENSMUSG00000027965",-2.07179964233339,0.640017007995995,42.4926948146242,7.09467079661925e-11,3.51113278301116e-10
"ENSMUSG00000026509",-0.566746807685672,8.81380521178866,42.481187688855,7.1365335463644e-11,3.53055444912068e-10
"ENSMUSG00000055943",-0.661633647074861,6.37451425224977,42.4571385147165,7.22482415941904e-11,3.57292202836127e-10
"ENSMUSG00000029363",0.774806676351973,4.59604666129218,42.4555500873619,7.23069402439315e-11,3.57451360993194e-10
"ENSMUSG00000028530",-0.642951353177704,8.52682455092563,42.4511340605304,7.24703807953058e-11,3.5812800714865e-10
"ENSMUSG00000042719",0.716217958598211,5.97667043507627,42.4492813324371,7.25390617589696e-11,3.58336054075731e-10
"ENSMUSG00000005813",0.619289445532029,6.40490134462716,42.4380765796017,7.29558146784071e-11,3.60262761054801e-10
"ENSMUSG00000035158",-0.902714119618694,3.71849009020929,42.4090683893487,7.4045922255594e-11,3.65511928937262e-10
"ENSMUSG00000020634",0.854907916599415,5.03185037152727,42.3829033288436,7.50431660248092e-11,3.70299019465759e-10
"ENSMUSG00000045312",-0.642678592248808,6.12408842951488,42.3769140664606,7.52733225656387e-11,3.71298815041118e-10
"ENSMUSG00000024776",-0.757004557902762,4.86541230580868,42.363719551773,7.57828599622615e-11,3.73675470062636e-10
