"","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000024997",0.288955106888416,6.40884132084852,8.80573720793532,0.00300284786896764,0.00598394562033301
"ENSMUSG00000035493",0.345000465513115,8.0543394219596,8.80525898639663,0.00300363504637107,0.00598462962756848
"ENSMUSG00000022401",0.313984491592888,4.95880491327475,8.79405643749465,0.00302213511544109,0.00602060048636935
"ENSMUSG00000030691",-0.316420731307743,5.36281914685049,8.79271292630151,0.0030243615713884,0.00602414573638993
"ENSMUSG00000051730",0.494263575519392,3.02367993318693,8.79052856159849,0.00302798504066066,0.00603009960428301
"ENSMUSG00000023800",-0.308674165187568,5.35525221363531,8.79037179502454,0.00302824525784408,0.00603009960428301
"ENSMUSG00000071317",0.860175925712622,0.851846940642019,8.78937240533458,0.0030299046811435,0.00603251292371813
"ENSMUSG00000029202",0.302544415233162,7.18790069918819,8.78807007909722,0.00303206849776002,0.00603592962467556
"ENSMUSG00000025743",-0.333958712548581,7.97320337834589,8.7835156931371,0.0030396479679866,0.00605012465029194
"ENSMUSG00000024081",0.388688686506521,6.11321696124828,8.78210193928764,0.00304200466884994,0.00605392160330175
"ENSMUSG00000031090",0.473184034312164,2.76785516267105,8.77918304321156,0.00304687628777701,0.00606272165837961
"ENSMUSG00000027333",0.461380488484346,4.07517251740428,8.7716980156513,0.00305940500559747,0.0060867530815318
"ENSMUSG00000025278",0.2741189439698,10.1777478472132,8.76879945694765,0.00306427076850633,0.00609553404607257
"ENSMUSG00000012535",0.267709390438261,7.0117766834233,8.76495564782186,0.00307073543643588,0.00610749253741401
"ENSMUSG00000013736",0.473579663911815,5.99964409923154,8.75815010490004,0.00308221526842419,0.00612857849297395
"ENSMUSG00000027243",0.398443165596372,3.2779130558966,8.75813175174566,0.00308224628605915,0.00612857849297395
"ENSMUSG00000024800",0.440932219399893,3.9481939394168,8.75680285234141,0.00308449302730444,0.00613214135099411
"ENSMUSG00000091971",0.583898433676147,1.86012822055963,8.75093548923411,0.00309443275908014,0.0061509949904393
"ENSMUSG00000021692",0.439152359957231,3.87474977676777,8.75032759718222,0.00309546443035374,0.00615213857962535
"ENSMUSG00000020844",-0.283663149370215,7.52952013971711,8.74935277911365,0.00309711955202668,0.00615452073715679
"ENSMUSG00000022151",-0.353665925275177,4.24990896442694,8.74637402316512,0.00310218268858727,0.00616367351876861
"ENSMUSG00000026036",0.35736407036715,5.2840145960519,8.7454710438224,0.00310371918703129,0.00616581761868093
"ENSMUSG00000099655",1.38959244193487,-0.431556152064982,8.74195648075073,0.00310970688923942,0.00617680250093364
"ENSMUSG00000040464",0.495320581917114,3.79558889177396,8.73313912681054,0.00312478058014138,0.00620582896300618
"ENSMUSG00000078994",0.784599377329448,1.72213852718209,8.72603488239855,0.00313697962050259,0.00622913864545521
"ENSMUSG00000041697",-0.377131090591877,7.08610932563129,8.72476498658599,0.00313916531255501,0.00623256076267365
"ENSMUSG00000068523",-0.311733632678511,5.61542594158144,8.72196116087834,0.00314399662279933,0.00624123376114824
"ENSMUSG00000039768",0.273314709847905,6.26353999919005,8.72106439893729,0.0031455434396372,0.00624338502793715
"ENSMUSG00000037005",-0.667298368915301,2.37173500233808,8.72055109860366,0.00314642917486124,0.00624422371651764
"ENSMUSG00000028830",0.33216433988967,5.89664126195223,8.7164844173951,0.00315345547803731,0.00625724658513703
"ENSMUSG00000021136",-0.360043243047897,4.03761306031401,8.71435673103767,0.00315713798854392,0.00626363167381318
"ENSMUSG00000035873",0.320797351041021,4.99812969157456,8.71404424047345,0.00315767920202795,0.00626378359660665
"ENSMUSG00000028634",-0.465158228390857,2.88104504600421,8.71212698051649,0.00316100183673851,0.00626945207607353
"ENSMUSG00000003660",0.266984200363738,7.88570991726886,8.71110732253308,0.00316277036325724,0.00627203696191098
"ENSMUSG00000035890",0.634358869124189,5.51639368233084,8.71079792800077,0.00316330718555458,0.00627217887460822
"ENSMUSG00000028407",-1.14399960615158,-0.0221751388059743,8.70725308868045,0.00316946435421998,0.0062834630822411
"ENSMUSG00000020963",-1.07422183226983,0.434332495011349,8.70401924390215,0.00317509196646011,0.00629369428023067
"ENSMUSG00000001150",0.266182459738573,6.5726578631673,8.70373722160998,0.00317558322934833,0.00629374265140324
"ENSMUSG00000029551",0.434668032204023,3.14076463802613,8.69845073608105,0.00318480622053356,0.00631109402601984
"ENSMUSG00000039908",-0.423023558352663,3.48639712021308,8.69682399599196,0.00318764976252123,0.00631580047744689
"ENSMUSG00000090919",-0.523458561165446,2.57555176396906,8.68988681372582,0.00319980494797157,0.00633811129033592
"ENSMUSG00000040746",0.335159740741506,4.73947037557766,8.68986083078441,0.00319985056316492,0.00633811129033592
"ENSMUSG00000024228",0.627707832799024,3.17645109126866,8.68851845804768,0.00320220810823448,0.00634184920039797
"ENSMUSG00000021607",0.315947527260553,4.74037353768661,8.67906882483277,0.00321885407231772,0.00637387951658566
"ENSMUSG00000047428",-0.846392858858706,1.27124921984339,8.67316193906385,0.00322930396094288,0.00639363294132339
"ENSMUSG00000031517",-1.46630675703277,-0.0476103560841614,8.67170607365286,0.00323188482831582,0.00639751421247771
"ENSMUSG00000000056",-0.287361629980342,5.40757199830043,8.67152079233118,0.00323221343380949,0.00639751421247771
"ENSMUSG00000049680",-0.391719438108637,5.11623644345197,8.66936397160272,0.00323604116007226,0.00640415015838728
"ENSMUSG00000024400",0.301697515380059,6.15483765599389,8.66856013694125,0.00323746890970017,0.0064060352813251
"ENSMUSG00000061607",0.284729922096597,5.88883590163919,8.65793299736606,0.00325640484113377,0.0064425585065049
"ENSMUSG00000051695",0.282885048996727,7.82093201183671,8.64992043354452,0.00327075639814552,0.0064700024949963
"ENSMUSG00000024646",-0.346476397698492,5.84853326154213,8.64873629326133,0.00327288279463589,0.00647325894285305
"ENSMUSG00000022538",0.284335388016274,5.92644485252726,8.64448772568477,0.00328052364637322,0.00648741957998496
"ENSMUSG00000038070",-0.459580978839341,4.74814277155811,8.64222385623354,0.00328460251217256,0.00649453306931626
"ENSMUSG00000038305",-0.393154338218905,4.38218338726889,8.63440238108477,0.00329873435362147,0.0065215189648293
"ENSMUSG00000034973",-0.328428114985474,5.5040494199026,8.63375820158625,0.00329990100799179,0.00652286883999081
"ENSMUSG00000030603",0.272182311090322,6.93468634618296,8.62821402694344,0.00330995925078057,0.00654123176950816
"ENSMUSG00000024194",-0.495450001688238,5.2058065680755,8.62810288676831,0.00331016119958347,0.00654123176950816
"ENSMUSG00000043535",0.346249241663588,6.96852993833419,8.62599771088815,0.00331398880483531,0.00654783571419974
"ENSMUSG00000028159",0.452060806958841,4.13361576649603,8.62309865404422,0.00331926719910214,0.00655730379705393
"ENSMUSG00000024096",0.280527047668177,6.53506060607177,8.62157957903538,0.00332203643274128,0.00656181291571944
"ENSMUSG00000021748",0.297227564424399,6.08242611087324,8.61675581730561,0.00333084560083512,0.00657824927407827
"ENSMUSG00000028073",-0.47258192738807,6.05992675323519,8.61640326182409,0.00333149036904102,0.00657855890801845
"ENSMUSG00000021067",-0.313100343089357,5.51531824696758,8.61468169615483,0.00333464066302462,0.00658381528679481
"ENSMUSG00000031171",0.337723788074202,4.3725979852552,8.6116005442426,0.00334028642572331,0.00659399638383014
"ENSMUSG00000060244",-0.723625880825467,1.04648184386122,8.60963918938971,0.00334388538313066,0.0066001345314765
"ENSMUSG00000031834",-0.465071662782674,6.48530492003315,8.59980163816372,0.00336199619632769,0.00663491007505397
"ENSMUSG00000026812",-0.282245355508693,5.63531557670715,8.59952435134757,0.00336250812031379,0.00663494905883346
"ENSMUSG00000020198",-0.308081522419282,7.73160592136093,8.59409364666209,0.00337255021769945,0.00665379035340353
"ENSMUSG00000033557",-0.309860106618226,6.41862470807748,8.58902911837531,0.0033819426768821,0.00667134463375002
"ENSMUSG00000070644",0.895403177102498,0.975125713229982,8.58250409794596,0.0033940829125432,0.00669431334952376
"ENSMUSG00000001334",-1.08251896837982,0.0198780159341575,8.57844196017154,0.00340166315593502,0.00670828276845523
"ENSMUSG00000038467",-0.302655329303578,7.56534711308896,8.57679527434333,0.00340474089109829,0.0067125557387259
"ENSMUSG00000036893",0.283497327355853,6.30051616402569,8.57674988542244,0.00340482576525538,0.0067125557387259
"ENSMUSG00000007458",0.300938018273369,7.0666025032335,8.57383557104213,0.00341027983742941,0.00672232526515366
"ENSMUSG00000029726",0.348215671337155,4.86281759908743,8.57262535542614,0.00341254733711982,0.00672581149878834
"ENSMUSG00000031554",-0.888600989048747,0.546972050434329,8.57025343496144,0.00341699589172038,0.00673359473999159
"ENSMUSG00000011306",0.320840138701097,5.36049709352131,8.56404493414956,0.0034286679126394,0.00675560832070911
"ENSMUSG00000023045",-1.0142376447945,0.128288231048826,8.56340242886033,0.00342987813865024,0.00675700528819872
"ENSMUSG00000034324",1.15471901650486,-0.23584907877403,8.56298547316169,0.00343066375072546,0.00675756546223406
"ENSMUSG00000073542",0.349426905071321,4.21914061476334,8.55970846998112,0.00343684452762656,0.00676875107040666
"ENSMUSG00000006576",-0.487063812992575,4.96584691525545,8.55846493163288,0.00343919293525447,0.00677238678939022
"ENSMUSG00000025265",-0.448687618525705,4.48322393609798,8.55722310990756,0.00344153972902786,0.00677601826888046
"ENSMUSG00000000441",0.287411066568614,5.74557558399367,8.5553155885611,0.00344514773283958,0.006782131510866
"ENSMUSG00000032601",0.32065307310268,6.80775942798564,8.54981690204353,0.00345556982273087,0.0068016552460556
"ENSMUSG00000029504",0.311092757736934,4.84127593760425,8.54926712610608,0.00345661361700498,0.00680271652129111
"ENSMUSG00000001280",0.304690360158682,7.32856575523805,8.5480749027418,0.00345887825127948,0.00680617978477574
"ENSMUSG00000024866",-0.614369071705951,2.42610143440185,8.54507764896738,0.00346457821496853,0.00681640089258476
"ENSMUSG00000035051",-0.282518296477933,5.71208783890655,8.5356034309404,0.00348265848778434,0.00685014214371535
"ENSMUSG00000032392",0.592139906771697,2.07834373999082,8.53555864810314,0.00348274417721423,0.00685014214371535
"ENSMUSG00000061898",-0.361311285490408,3.92205307388374,8.53351163954392,0.00348666330165743,0.00685685017792032
"ENSMUSG00000079215",0.284552694240998,6.6248158280663,8.53275921342577,0.00348810499468396,0.00685868486483876
"ENSMUSG00000021496",-0.593699603300953,2.88036560565214,8.53045208134736,0.00349252937590646,0.00686638304165013
"ENSMUSG00000047420",-0.543149642238262,2.44015370154107,8.52807374195261,0.00349709628396699,0.00687435914321362
"ENSMUSG00000036779",0.319916470873929,5.36544617397726,8.51915399666423,0.00351427821057329,0.00690712706761023
"ENSMUSG00000035953",-0.303114961570392,5.84865132810116,8.51796594362867,0.00351657320172412,0.00691063022338816
"ENSMUSG00000045100",0.476775944329269,2.64083769148638,8.51620245619933,0.00351998258358869,0.00691560974745968
"ENSMUSG00000049687",0.698813382924744,2.51572432968024,8.5161246512701,0.00352013308263989,0.00691560974745968
"ENSMUSG00000033352",-0.278092085473413,6.64985465690547,8.51553024927308,0.00352128305781695,0.00691686097951775
"ENSMUSG00000028165",-0.374289380872485,5.68504727718962,8.51450944358523,0.00352325887725873,0.00691973381764641
"ENSMUSG00000030407",-0.475896452227965,4.80099509620728,8.50743604716304,0.0035369807852761,0.00694567195430547
"ENSMUSG00000022562",-0.628660007695763,3.65202459130259,8.50547722462976,0.00354079036655887,0.00695214024637054
"ENSMUSG00000028988",0.439515094270972,4.2767432942353,8.49677609685491,0.00355776309280661,0.00698444797642725
"ENSMUSG00000043795",0.885094635845596,2.08179042451837,8.49329448088464,0.00356457760751492,0.006996807036533
"ENSMUSG00000035509",-0.787870648096022,1.23095505595237,8.4834396655978,0.00358393832953068,0.00703378550304311
"ENSMUSG00000038290",0.28509070603406,5.54864782223139,8.48088180833131,0.00358898093928505,0.00704265677474552
"ENSMUSG00000031245",0.65493944873863,3.39855188216507,8.47383896820775,0.00360290264471692,0.00706894637657237
"ENSMUSG00000050668",-0.407692345502884,4.62220212021097,8.47326331611627,0.00360404297110812,0.00707015472839182
"ENSMUSG00000001166",0.731500327271567,1.02792874187849,8.47236415568011,0.003605824879218,0.00707262115477052
"ENSMUSG00000028788",-0.302121678109986,8.09283871543355,8.46936207700853,0.00361178072989638,0.00708271366708083
"ENSMUSG00000039191",0.285913578207034,6.38386860293899,8.46924102241709,0.00361202110089613,0.00708271366708083
"ENSMUSG00000021127",-0.343837146192637,7.6325575700925,8.45908816422148,0.00363223904278346,0.00712132264918031
"ENSMUSG00000007833",-0.40574944967109,4.95418742723273,8.45824061352889,0.00363393201262591,0.00712360585461827
"ENSMUSG00000035299",-0.76616216269952,1.01873129748148,8.4569148899277,0.00363658173510692,0.0071277636480047
"ENSMUSG00000025269",0.389230007480771,3.77332015572121,8.45338799401559,0.00364364050911145,0.00714056079420431
"ENSMUSG00000053838",0.263659427983509,6.74314843537973,8.45295703981183,0.00364450398105898,0.00714121485009536
"ENSMUSG00000029454",-0.951518548733565,0.271631896443582,8.45209859996181,0.00364622459540857,0.00714354799748625
"ENSMUSG00000031783",0.335271808763277,4.65072739088722,8.44913100522929,0.00365217906204964,0.00715417406792955
"ENSMUSG00000062729",-0.386016036510353,4.8280929318253,8.44694422667345,0.00365657315177404,0.00716174090644571
"ENSMUSG00000022629",-0.332325644038897,4.86973214189161,8.44632730308004,0.00365781376358781,0.00716313006201732
"ENSMUSG00000004895",0.340242489309141,5.19959988713657,8.44195198463481,0.00366662466850786,0.00717934163488082
"ENSMUSG00000034152",-0.283978306986786,6.25116691009564,8.44045379432004,0.00366964664427023,0.00718421527903092
"ENSMUSG00000022472",0.268823292848814,6.01654597859792,8.43866842383314,0.00367325119460832,0.00719022787200737
"ENSMUSG00000028182",-1.02040461660281,0.0374902418942989,8.4377462873938,0.00367511433985259,0.00719283049006283
"ENSMUSG00000078612",0.828486908611961,0.65346864339079,8.43667133771041,0.00367728745227719,0.00719603892352284
"ENSMUSG00000031309",0.364881785668676,7.2581522314564,8.43213801427795,0.00368646638038408,0.00721295403105338
"ENSMUSG00000050608",-0.290982625182835,6.08436840289781,8.42086725202668,0.00370938817473592,0.00725674967110941
"ENSMUSG00000018387",-0.648678229333044,2.84677582041108,8.41044093881964,0.00373072164252344,0.00729742577812805
"ENSMUSG00000022779",-0.289667748268544,6.41382876453256,8.39986838153346,0.00375248178634667,0.00733892455559835
"ENSMUSG00000022466",0.358836199835456,4.55474898177049,8.39782431582133,0.00375670369481418,0.00734611582677545
"ENSMUSG00000026966",0.294497631817082,5.21107283100319,8.39713301227885,0.00375813263836785,0.00734784424914242
"ENSMUSG00000091474",0.691812056326387,3.69936309063283,8.39024855119154,0.00377239321255613,0.00737465674281746
"ENSMUSG00000036693",0.313277237296146,5.99688008469078,8.38956729067771,0.00377380737510657,0.00737635163459644
"ENSMUSG00000023367",-0.534785122689321,5.77711031491206,8.38402085613747,0.00378534076443469,0.00739782238987302
"ENSMUSG00000050368",-0.524341327433527,2.38747158633777,8.37359266731726,0.00380712256234684,0.00743931283707752
"ENSMUSG00000072694",0.331168295405839,4.25057381270185,8.37194275757944,0.00381058046161851,0.0074449906091419
"ENSMUSG00000036023",0.362180722484391,4.82967892879634,8.37069847982748,0.00381319034587385,0.00744901015109773
"ENSMUSG00000031993",-0.285412834256817,6.14362805652614,8.35474246740817,0.00384681984818075,0.00751361610740723
"ENSMUSG00000094483",0.368377613863938,7.37851450413003,8.35044085966864,0.00385593760738077,0.00753033389614663
"ENSMUSG00000039536",-0.260592205155734,6.75079894353179,8.34329178939951,0.00387113955410139,0.00755892704647173
"ENSMUSG00000020850",0.256786327049888,8.81592862109095,8.34273110120088,0.00387233438968119,0.00756016508432905
"ENSMUSG00000066839",0.3855390724578,4.06977842974809,8.34233936181516,0.00387316941524611,0.00756070038907223
"ENSMUSG00000002107",-0.282215179778631,5.62842365719879,8.34155907740871,0.00387483320317515,0.00756285310728308
"ENSMUSG00000036957",-0.565805611792814,3.3093333736257,8.34106695195184,0.00387588292827521,0.00756380685525161
"ENSMUSG00000011096",-0.551307301187601,6.09881864402306,8.34040916215307,0.00387728647444903,0.00756545071096358
"ENSMUSG00000024425",-0.273580800664855,7.72644234295368,8.33449389783656,0.00388993130945398,0.00758902517840074
"ENSMUSG00000027215",-0.454915799302512,5.81386728560574,8.33262713664388,0.00389393051641418,0.0075957281568195
"ENSMUSG00000008129",1.08311223162305,0.0912878158383228,8.32600157809218,0.00390815840837402,0.00762237897906396
"ENSMUSG00000031980",-1.09986937122638,0.44609414691278,8.32021723238737,0.00392062309762516,0.00764558367989076
"ENSMUSG00000027163",-0.472816933417302,4.27423833148688,8.3197384085667,0.00392165672618835,0.00764649324931229
"ENSMUSG00000050549",0.635660339493304,2.06864124985403,8.31650552376253,0.00392864275672333,0.00765833398363442
"ENSMUSG00000005262",-0.283503869230646,6.26601893909258,8.31640247293222,0.00392886565023483,0.00765833398363442
"ENSMUSG00000020366",-0.280993674193303,6.20575333902197,8.31463289472514,0.00393269516261029,0.0076646903986048
"ENSMUSG00000031967",0.267780461922294,6.07328702016539,8.31204184019678,0.00393830926956998,0.00767452258789722
"ENSMUSG00000074817",1.16081593394902,0.024849313668363,8.30824264872728,0.00394655582612985,0.00768948100766823
"ENSMUSG00000052085",0.779355230027243,1.3218653912239,8.30611304927501,0.0039511860342726,0.00769739001850128
"ENSMUSG00000031284",-0.397370133133358,6.1377791683695,8.30291753530964,0.0039581441415027,0.00770983111856638
"ENSMUSG00000033909",0.354367566096861,5.90254985516883,8.29408057144799,0.00397745126838709,0.0077463190622835
"ENSMUSG00000024621",0.699951086991233,1.16673841573833,8.29034554862142,0.00398564038383503,0.00776114661483173
"ENSMUSG00000052854",-0.487592519759602,3.84852105357298,8.28958792066918,0.00398730359066804,0.00776326396675272
"ENSMUSG00000022476",0.328069442831571,4.72226324596061,8.27701484391878,0.00401500837532533,0.00781607623216763
"ENSMUSG00000015750",-0.367223124010531,4.87548062820794,8.27569688694227,0.00401792381386098,0.00782062242775915
"ENSMUSG00000049502",0.37839011577469,3.861388773762,8.270509157645,0.00402942047727096,0.00784186768501369
"ENSMUSG00000026280",-0.287689612058563,5.97671641052691,8.26751159665586,0.00403607870413906,0.00785369183176944
"ENSMUSG00000035476",0.338043109596167,4.51020716580243,8.26699012981001,0.00403723813670852,0.00785481416091319
"ENSMUSG00000006273",-0.253208362864017,7.29194272113244,8.26431774093079,0.00404318526363165,0.00786422703296546
"ENSMUSG00000026203",-0.322573667183643,5.04945725346979,8.2642918601255,0.00404324290226865,0.00786422703296546
"ENSMUSG00000047603",0.483650737227208,2.61451478348326,8.25966161158167,0.00405356830637072,0.00788317287048235
"ENSMUSG00000006920",0.313268813919011,5.10026186171658,8.25919561910285,0.00405460894953691,0.00788405931756917
"ENSMUSG00000038975",0.329721877093977,6.31227698399325,8.25730838657793,0.00405882625245136,0.00789112153292425
"ENSMUSG00000024958",-0.563315813353339,4.75704620327903,8.25367382164905,0.00406696081122717,0.00790579649547996
"ENSMUSG00000024477",-0.413439139294413,6.14622429143056,8.24917356399041,0.00407705587880799,0.0079242777252322
"ENSMUSG00000025413",0.350243785793523,5.38916164263833,8.24658277302472,0.00408287915477866,0.00793445205212212
"ENSMUSG00000110206",-0.602716440639967,2.07336581633095,8.24587501027458,0.00408447145232455,0.00793640237082549
"ENSMUSG00000060126",-0.326490416089253,9.59925851444456,8.24283551956961,0.00409131676973868,0.00794855762686946
"ENSMUSG00000037703",-0.546232843343843,3.4372512363235,8.23978182129594,0.00409820584158098,0.00796059143870367
"ENSMUSG00000035596",-0.309813328780263,6.29331180662542,8.23956657573098,0.00409869187568001,0.00796059143870367
"ENSMUSG00000020412",-0.257178298890272,6.53878277309748,8.23551626813383,0.00410784859643813,0.00797722658147254
"ENSMUSG00000021177",0.367140667434752,4.2216741179495,8.23464698136378,0.0041098165458593,0.00797989872601603
"ENSMUSG00000028741",0.312851252831164,5.17285660153183,8.22955944286111,0.00412135331022401,0.0080011468858194
"ENSMUSG00000070420",-0.380960186832841,3.8307489731054,8.22910278820757,0.00412239045441597,0.00800200802245957
"ENSMUSG00000024164",0.668420681853278,3.64923808106099,8.22690006225452,0.00412739697003867,0.00801057278334167
"ENSMUSG00000053253",0.33262086761294,5.96129176613099,8.22266265168046,0.00413704547348793,0.00802814308738891
"ENSMUSG00000023020",-0.381612191258263,4.9741981948679,8.22156478178957,0.00413954904441512,0.00803184523139899
"ENSMUSG00000031107",0.575957602646291,2.79384877797398,8.21909801341245,0.00414517986290192,0.00804161314315452
"ENSMUSG00000029599",0.398034445835683,6.44004698564834,8.21399412708165,0.00415685511466911,0.00806310270515889
"ENSMUSG00000034042",0.339119771998249,5.38405729402768,8.21088637866352,0.00416398054539643,0.00807576201014089
"ENSMUSG00000049323",0.284727309809526,6.06141407677441,8.20877599247555,0.0041688263145771,0.00808399705794217
"ENSMUSG00000025856",0.29424648747875,5.61053870834863,8.20435997897165,0.00417898473518169,0.00810253030562122
"ENSMUSG00000031214",-0.420947874213862,3.6776805561256,8.20381924087155,0.00418023035760405,0.00810377990377628
"ENSMUSG00000005981",0.2666819150712,6.82398366330396,8.19944719974314,0.00419031550428581,0.00812216294942875
"ENSMUSG00000002342",-0.372828553955726,5.38114345416575,8.19821023475677,0.00419317334842492,0.00812653391462282
"ENSMUSG00000053436",0.252249236924233,6.52207021070456,8.19434416612603,0.00420211818506057,0.00814269875705068
"ENSMUSG00000028333",0.397820749172982,7.10780423124432,8.19250483775573,0.00420638061351585,0.00814978687134338
"ENSMUSG00000024240",-0.298511143169985,5.1350283758201,8.18810302747122,0.00421659917091911,0.00816841118309535
"ENSMUSG00000046798",0.356575181744939,5.54394417380097,8.18772176206519,0.00421748544549038,0.00816895420842755
"ENSMUSG00000037426",0.32928559071781,4.74355747227158,8.18538128531508,0.00422293018181813,0.00817832520917831
"ENSMUSG00000031667",-0.296744774859055,4.97608914475332,8.18046588335969,0.00423438836385429,0.00819933776689452
"ENSMUSG00000004105",-0.302847711442882,8.78452606119627,8.17919006099238,0.00423736757391823,0.00820392822978481
"ENSMUSG00000026439",0.358146933433042,5.28545377446748,8.17852746990147,0.00423891565139152,0.00820574696961647
"ENSMUSG00000019854",0.269174932296178,5.876314586027,8.17354853835825,0.0042505668557643,0.00822712014107086
"ENSMUSG00000062861",0.452450992427294,4.06890139146888,8.15841075560007,0.00428619142115953,0.00829488178992988
"ENSMUSG00000042380",-0.354018765249698,4.00628500010109,8.15669777999557,0.00429024175548895,0.00830152850663795
"ENSMUSG00000030035",-0.409767581123915,5.1177114056233,8.15141746997331,0.00430275159236193,0.00832453992775993
"ENSMUSG00000030380",-0.796033058791972,1.13611918050002,8.14608266752114,0.00431542824180513,0.008347867431163
"ENSMUSG00000032553",-0.323114455446291,6.2251512579155,8.14077641524862,0.00432807476647274,0.00837112997515337
"ENSMUSG00000029409",-0.810639231141917,1.00245045901563,8.13929005901367,0.00433162399644353,0.00837679286989746
"ENSMUSG00000062526",-0.377602781364205,3.80889286801214,8.13812004310306,0.0043344199299567,0.00838099757253962
"ENSMUSG00000057409",0.554342329017011,3.6667391631946,8.13691222798176,0.00433730811775187,0.00838537942570099
"ENSMUSG00000020883",-0.26206740220575,6.874160199419,8.13654078889948,0.00433819671526447,0.00838589474024667
"ENSMUSG00000056758",0.269321729714326,8.87488744534352,8.13229340568498,0.00434837095975103,0.00840435683274604
"ENSMUSG00000044313",-0.633195188244623,1.76346291328163,8.12971378827281,0.00435456206704533,0.00841511628810753
"ENSMUSG00000024906",-0.488508959779548,4.03685719382911,8.12528753345517,0.00436520603949245,0.00843447651116494
"ENSMUSG00000044043",-0.712279824631575,1.21257160333995,8.11790938891328,0.00438300743658867,0.00846753447974084
"ENSMUSG00000028420",-0.370526749132258,3.55511075149604,8.11767623112008,0.00438357118419341,0.00846753447974084
"ENSMUSG00000078153",-0.44238211262255,3.52374587882991,8.11705261074103,0.00438507938634968,0.00846923427039829
"ENSMUSG00000006127",-0.30144549917839,5.39232284141721,8.11479547934189,0.00439054259059005,0.00847857107344856
"ENSMUSG00000037876",0.289562898845758,6.77784626610579,8.11247954965308,0.00439615531432646,0.0084881938975129
"ENSMUSG00000055733",-0.656347045977037,1.70754011908747,8.11154212567268,0.00439842926529959,0.00849136831240209
"ENSMUSG00000063889",-0.384409871607068,3.69117389543749,8.11103748838173,0.00439965388219289,0.00849251632099689
"ENSMUSG00000043259",-0.341559659910029,4.04294005706415,8.10962288800449,0.00440308858176283,0.00849792944463059
"ENSMUSG00000030695",0.335830111263968,9.72532101660265,8.10904547229131,0.00440449135193876,0.00849941997072523
"ENSMUSG00000022475",-0.476801044234129,6.61514854892796,8.10507836024801,0.00441414133946563,0.00851682258441908
"ENSMUSG00000021047",-0.592331760504865,2.41725656209974,8.10317451244112,0.00441878008463464,0.00852455270763589
"ENSMUSG00000038692",-0.511295405031757,2.86484015430635,8.09805771915472,0.00443127181570151,0.00854742815101903
"ENSMUSG00000033703",0.423904958755622,4.58038889903923,8.0975395919666,0.00443253873317611,0.00854864873561476
"ENSMUSG00000069539",0.317087277041073,5.90010678182398,8.09034303871172,0.00445017383053388,0.0085814323286264
"ENSMUSG00000075254",-0.290347495383572,5.99199513692447,8.08208774909401,0.00447049135368617,0.00861937842377621
"ENSMUSG00000031365",-0.295581706400029,6.00192502493455,8.07767451863493,0.00448139170274347,0.00863889975170993
"ENSMUSG00000027661",0.338462233445527,4.57985217558187,8.077469861719,0.00448189784611373,0.00863889975170993
"ENSMUSG00000035297",0.268305037352112,6.55488285703959,8.07449726373065,0.0044892560367491,0.00865184569426942
"ENSMUSG00000063931",-0.294283573810481,5.25629456288609,8.07236950844729,0.0044945305070583,0.00866077269377544
"ENSMUSG00000032940",-1.18099041988322,-0.286513443500079,8.06889697216413,0.0045031520973705,0.0086761459803704
"ENSMUSG00000028799",-0.456823316328454,4.92016564965544,8.06424156746313,0.00451473693467017,0.00869722329469685
"ENSMUSG00000019948",0.477406771680317,3.23179383243731,8.06210565983206,0.0045200622294242,0.00870555211990499
"ENSMUSG00000022793",-0.391655392354585,3.71543033716436,8.06198952413368,0.00452035196493843,0.00870555211990499
"ENSMUSG00000023973",-0.309932017256812,5.58081233944848,8.05929484170977,0.00452707997552593,0.0087172639837259
"ENSMUSG00000035601",0.42468222714484,3.15796074826493,8.056302414922,0.00453456333670976,0.00873042678408802
"ENSMUSG00000022773",-0.755203750896038,1.26346321016707,8.04940721671983,0.00455185460936819,0.00876246636996895
"ENSMUSG00000035274",-0.311158085031574,5.5006591337971,8.04499545822953,0.00456295330415534,0.00878257759756114
"ENSMUSG00000021798",-0.561782227458953,2.21063593426664,8.04165848945187,0.00457136644485267,0.00879751478130747
"ENSMUSG00000042626",-0.302973174838356,7.6227228439928,8.03967792028237,0.00457636730968583,0.00880588177303378
"ENSMUSG00000030788",-0.358502111476362,5.06021279054909,8.03933459144144,0.00457723476889715,0.0088062939802344
"ENSMUSG00000015290",0.298334259753307,5.0771348175734,8.03494018818128,0.00458835252600436,0.00882597519107157
"ENSMUSG00000055436",-0.302948966408052,8.23600762896221,8.03477387365319,0.00458877383830729,0.00882597519107157
"ENSMUSG00000020458",-0.350098955841882,9.75199810111586,8.03411648998082,0.00459043952544341,0.00882791943544974
"ENSMUSG00000057054",-0.782157598561737,0.895655626450892,8.03045586778229,0.00459972612426167,0.00884451688506227
"ENSMUSG00000045284",-0.59546707288786,2.03745287055334,8.02660812882476,0.00460950804432401,0.00886206188612834
"ENSMUSG00000078515",0.27166033268806,6.19877484775817,8.02585646583728,0.00461142143288722,0.0088642311889951
"ENSMUSG00000109324",0.315645890239642,7.56066850505767,8.02556602963148,0.00461216096664222,0.0088642311889951
"ENSMUSG00000030655",0.277266301404889,7.70598067654634,8.02539010112243,0.00461260898974858,0.0088642311889951
